drug,att_improved,att_not_imp,att_diff,att_ratio,is_lipid_drug,category
LaMIVudine,0.024818575754761697,0.017076120339334012,0.007742455415427684,1.4534083422680804,False,Other
Fluticasone-Salmeterol Diskus (500/50) ,0.03247647300362587,0.024854737042915076,0.007621735960710793,1.306651241071303,False,Other
Artificial Tears Preserv. Free,0.030127657434115045,0.022697309032082558,0.007430348402032487,1.327366931098736,False,Other
Lidocaine 5% Ointment,0.029242170341312886,0.021886206914981207,0.007355963426331678,1.3361004241121603,False,Other
Ketoconazole 2% ,0.038992409904797874,0.03167946096509695,0.007312948939700921,1.2308419624866096,False,Other
Ascorbic Acid,0.03034046310215042,0.02324999411191259,0.007090468990237832,1.3049664854153615,False,Other
Atenolol,0.05003824990023585,0.04303922268816016,0.006999027212075688,1.1626197402027216,False,Beta-blocker
GlipiZIDE,0.03086974039407713,0.023994119922545822,0.0068756204715313095,1.2865543930648902,False,Antidiabetic
Hydroxyurea,0.04042255273088813,0.033602919859381825,0.006819632871506304,1.2029476277670044,False,Other
Rifaximin,0.02483660211929908,0.018244524858891963,0.006592077260407118,1.3613181111260506,False,Other
Venlafaxine,0.026258354447782038,0.019810191914439203,0.0064481625333428355,1.3254972269422043,False,Other
Donepezil,0.03989330385453426,0.03345451873309653,0.00643878512143773,1.192463839423517,False,Other
Epoprostenol (Veletri),0.015913150309083555,0.009689841000363231,0.006223309308720323,1.6422509211954084,False,Other
Montelukast,0.03420168138814695,0.02805174416862428,0.0061499372195226686,1.2192354665205216,False,Other
Anastrozole,0.04033677466213703,0.03421074263751507,0.006126032024621961,1.179067496123403,False,Other
Benztropine Mesylate,0.03359914327868157,0.027732541660467784,0.005866601618213785,1.211542154701836,False,Other
AcetaZOLamide,0.018975629249498957,0.013140353932976722,0.005835275316522235,1.444072918148587,False,Other
Nystatin Oral Suspension,0.022495847491716795,0.016781565252571337,0.005714282239145458,1.3405094908098572,False,Other
Argatroban,0.03082218180809702,0.025137579534202814,0.005684602273894206,1.2261396037020826,False,Other
OxyCODONE Liquid,0.03290338545818539,0.02729621022525761,0.005607175232927784,1.2054195504304615,False,Other
Clopidogrel,0.038721747414749715,0.033167816152362,0.005553931262387714,1.1674494105030848,False,Antiplatelet
Meclizine,0.03502358674692611,0.029539468116126955,0.005484118630799152,1.1856539396457555,False,Other
Cinacalcet,0.02837156258862127,0.022888818910966318,0.005482743677654951,1.2395380774771259,False,Other
Benzonatate,0.02949532186298558,0.024066522770694324,0.005428799092291256,1.2255747182098893,False,Other
Heparin Dwell (1000 Units/mL),0.018848095290231546,0.01344445340433403,0.005403641885897516,1.4019235087798785,False,Anticoagulant
Cephalexin,0.03764630349413041,0.032381448208501466,0.005264855285628943,1.1625886295056655,False,Other
EPINEPHrine,0.017827828050940298,0.012574818581342698,0.0052530094695976,1.4177403781706648,False,Other
Valproic Acid,0.01569046047516167,0.01057511016439933,0.005115350310762341,1.4837160304942218,False,Other
Rosuvastatin Calcium,0.04012523890267332,0.03506721520264234,0.005058023700030979,1.144237963317083,True,Statin
Sodium Polystyrene Sulfonate,0.019455704760427277,0.014457852840423583,0.004997851920003694,1.3456842433774052,False,Other
Naloxone,0.02858371790498495,0.023661270551383496,0.004922447353601454,1.2080381669662128,False,Other
Dabigatran Etexilate,0.03665328104622089,0.03173929695039988,0.004913984095821014,1.1548233441811981,False,Other
Sulfameth/Trimethoprim DS,0.03522465753679474,0.03041135238017887,0.00481330515661587,1.1582733019052789,False,Other
Hydroxychloroquine Sulfate,0.03535848688334227,0.03058562008664012,0.004772866796702149,1.156049371671459,False,Other
Bengay Cream,0.027944244258105756,0.023245591825495165,0.004698652432610591,1.202130901543975,False,Other
Sodium Chloride 0.9%  Flush for CRRT,0.01535520568722859,0.01067975852638483,0.004675447160843759,1.4377858496793587,False,Other
Iohexol 240 (Omnipaque 240),0.03438281963268916,0.029767300764268093,0.004615518868421067,1.1550533219310706,False,Other
Cyclobenzaprine,0.029432976013866432,0.0248575626173988,0.004575413396467633,1.1840652467376314,False,Other
"Alteplase 1mg/2mL ( Clearance ie. PICC, midline, tunneled access line, PA )",0.017863878148740957,0.013444842491298913,0.0044190356574420435,1.3286788714930582,False,Other
Docusate Sodium (Liquid),0.024867599117843545,0.020468551266406263,0.0043990478514372815,1.2149174015386794,False,Other
ALPRAZolam,0.02664090394973755,0.02226084311742608,0.004380060832311468,1.1967607789698989,False,Other
Cetirizine,0.038011371838645294,0.03363181904165281,0.004379552796992481,1.1302205150297826,False,Other
Doxazosin,0.03555980371311307,0.031269781690623076,0.0042900220224899935,1.137193859072462,False,Other
Nortriptyline,0.04275092771597978,0.038636878236300416,0.00411404947967936,1.1064798624391474,False,Other
Esmolol,0.018443506211042404,0.014419935643672943,0.004023570567369461,1.27902833041664,False,Other
Phytonadione,0.019587522122247885,0.015759789244565246,0.0038277328776826387,1.2428796996129012,False,Other
OxycoDONE Liquid,0.04107892303727567,0.037253063482542835,0.003825859554732837,1.1026991929543102,False,Other
Ampicillin,0.024536019191145897,0.020717289531603456,0.0038187296595424414,1.1843257369028468,False,Other
LevoFLOXacin,0.025825396240238222,0.022011791440573605,0.0038136047996646175,1.1732528136094877,False,Other
Mupirocin Ointment 2%,0.016957823051647707,0.013218372749785582,0.0037394503018621256,1.2828979309819195,False,Other
NiCARdipine,0.020317500612388056,0.016615534097784095,0.003701966514603961,1.2228015357687279,False,Other
Isosorbide Mononitrate (Extended Release),0.02855972186864718,0.024861455819899996,0.0036982660487471855,1.1487550075722823,False,Other
Atropine Sulfate 1%,0.015191075392067432,0.01149425283074379,0.0036968225613236427,1.321623564033298,False,Other
rifAXIMin,0.030018601510109322,0.026383520802482963,0.003635080707626359,1.1377784540145324,False,Other
Enoxaparin Sodium,0.03781440088877807,0.03425365283477063,0.00356074805400744,1.103952360093781,False,Anticoagulant
QUEtiapine extended-release,0.03984447047114372,0.03629817422479391,0.003546296246349813,1.0976990254217105,False,Other
Topiramate (Topamax),0.034020574377259104,0.030477457953726545,0.0035431164235325587,1.1162536727607668,False,Other
Divalproex (DELayed Release),0.025939215136610943,0.02240859775338322,0.0035306173832277236,1.1575563728745444,False,Other
Amphetamine-Dextroamphetamine,0.04056754969060421,0.03709258003017077,0.0034749696604334385,1.0936836870772249,False,Other
rOPINIRole,0.029266318306326866,0.0257948013022542,0.003471517004072666,1.1345820409079597,False,Other
sevelamer CARBONATE,0.019479332748419186,0.016036658082157373,0.003442674666261813,1.214675317552114,False,Other
GlipiZIDE XL,0.029535541543737054,0.026169394214565937,0.0033661473291711173,1.1286291651068299,False,Antidiabetic
Diclofenac Topical Gel 1%,0.024715773716923736,0.02136967670438545,0.0033460970125382856,1.1565815458430218,False,Other
Phosphorus,0.022975378939189203,0.019667458673349663,0.0033079202658395403,1.1681925621799796,False,Other
Prazosin,0.04133801700340377,0.038117111660540104,0.003220905342863664,1.084500246806424,False,Other
Dronabinol,0.02255019483466943,0.019386897540905258,0.0031632972937641717,1.1631667618343675,False,Other
Doxercalciferol,0.01912679646164179,0.01600223152587811,0.003124564935763678,1.195258075769668,False,Other
MetRONIDAZOLE (FLagyl),0.022114548025031884,0.01906375412363559,0.003050793901396294,1.1600311188242751,False,Other
Fexofenadine,0.03838503645046761,0.03537389210292271,0.003011144347544903,1.0851233542179577,False,Other
Levofloxacin,0.031180228176526725,0.028310050526934284,0.0028701776495924404,1.1013836992930035,False,Other
Midodrine,0.0213736955545784,0.018541186675429346,0.002832508879149053,1.1527684785625223,False,Other
Heparin (Impella) – Left ventricle,0.012509814618776241,0.009711885896439735,0.0027979287223365065,1.2880932449342506,False,Anticoagulant
Sodium Chloride Nasal,0.024853562667536046,0.022059660404920578,0.0027939022626154685,1.1266520975994838,False,Other
Torsemide,0.02411258190935641,0.02132149509326288,0.002791086816093531,1.130904835889086,False,Other
Fenofibrate,0.029782391851767898,0.027003804338164628,0.00277858751360327,1.1028961504389319,True,Other Lipid
Dextrose 50%,0.026990846310005864,0.024225759452135672,0.0027650868578701915,1.1141382941299878,False,Other
Fludrocortisone Acetate,0.026246994609634082,0.023606494224319857,0.0026405003853142255,1.1118548294474802,False,Other
Scopolamine Patch,0.03509600186720491,0.03245879469954587,0.002637207167659035,1.081247846448714,False,Other
Insulin (Regular) for Hyperkalemia,0.01563670615866488,0.013113255806577703,0.002523450352087177,1.1924350740432743,False,Antidiabetic
Nitroglycerin,0.016450003005227462,0.014012655523796397,0.0024373474814310646,1.1739390137216992,False,Other
Potassium Chloride Replacement (Critical Care and Oncology) ,0.018232803471879583,0.015859496752745,0.002373306719134584,1.1496457772989428,False,Other
Gentamicin,0.03466005567461252,0.0324194109481242,0.002240644726488321,1.069114294830146,False,Other
Chloraseptic Throat Spray,0.027527991192121255,0.025382156690789595,0.0021458345013316595,1.0845410627423286,False,Other
Amiodarone,0.019060329408259004,0.016965406415896996,0.0020949229923620076,1.123482039923253,False,Other
Citrate Dextrose 3% (ACD-A) CRRT,0.01378742752498702,0.011769295670092106,0.0020181318548949147,1.1714743100577676,False,Other
Heparin Flush (1000 units/mL),0.01754190248126785,0.015562660389525048,0.0019792420917428017,1.127178904005063,False,Anticoagulant
Fluticasone-Salmeterol Diskus (250/50) ,0.029708498905069734,0.027784706947083276,0.0019237919579864586,1.069239238752828,False,Other
Heparin (CRRT Machine Priming),0.014078430645167828,0.01223636232316494,0.0018420683220028884,1.1505405179540675,False,Anticoagulant
PHENObarbital - ICU Alcohol Withdrawal (Initial Load / Rescue Dose),0.014150943607091904,0.012318047322332859,0.001832896284759045,1.1487976330011307,False,Other
Levothyroxine Sodium,0.03577792609056697,0.03396468239875348,0.0018132436918134945,1.0533861518422454,False,Other
Escitalopram Oxalate,0.03820196527189442,0.03639566204755714,0.00180630322433728,1.049629629541483,False,Other
BusPIRone,0.031154558091657236,0.029393600299954414,0.0017609577917028219,1.059909564453918,False,Other
Ferrous GLUCONATE,0.03872490181986775,0.03698315486932794,0.001741746950539809,1.0470956833372895,False,Other
Fish Oil (Omega 3),0.0377573588101024,0.036028119481422684,0.0017292393286797159,1.047996935548395,True,Other Lipid
Insulin,0.019511968406261633,0.017820532742555652,0.0016914356637059806,1.0949149886898055,False,Antidiabetic
Vancomycin Oral Liquid,0.023376870113942357,0.021713122065799933,0.0016637480481424237,1.0766240821149793,False,Other
Potassium Phosphate,0.022858207556800764,0.021232115818147965,0.0016260917386527983,1.0765864199583401,False,Other
Neutra-Phos,0.023476182965059128,0.021851784470303177,0.0016243984947559506,1.074337109491608,False,Other
HydrALAzine,0.019322067539653053,0.01775498517478506,0.0015670823648679943,1.088261541727081,False,Other
Morphine SR (MS Contin),0.029479747265577318,0.027965872125192123,0.0015138751403851944,1.054132949389462,False,Other
Isosorbide Dinitrate,0.018486042701018352,0.01698486788360321,0.0015011748174151435,1.0883830729625128,False,Other
HydrOXYzine,0.03247929294593632,0.030993836978450418,0.001485455967485904,1.0479274627571513,False,Other
CARVedilol,0.02626930143345486,0.024796352842477738,0.001472948590977123,1.0594018241446326,False,Beta-blocker
Enoxaparin (Prophylaxis),0.039498123817909986,0.038034869216027715,0.0014632546018822704,1.0384713982732892,False,Anticoagulant
Glucagon,0.029045044515266752,0.027609578757707413,0.0014354657575593385,1.051991584882787,False,Other
Mouth Care Oral Rinse,0.013220115824667521,0.011786473501059744,0.0014336423236077766,1.1216345434857062,False,Other
Famotidine,0.028113223047407924,0.0266822537863239,0.0014309692610840231,1.0536299996448377,False,Other
Aspirin,0.03611371592967646,0.03470169322981471,0.0014120226998617508,1.0406903112914554,False,Antiplatelet
Glucose Gel,0.0290681594934789,0.027665744142589765,0.0014024153508891343,1.050691401744376,False,Other
Potassium Phosphate Replacement (Oncology),0.018290567570007764,0.01697092466056347,0.0013196429094442935,1.077759045888103,False,Other
Sodium Bicarbonate,0.020996860405873684,0.019702411205699183,0.0012944492001745016,1.0657000397900571,False,Other
DICYCLOMine,0.03147832521547874,0.030199162662029266,0.001279162553449474,1.0423575503653888,False,Other
"Alteplase 1mg/2mL ( Clearance ie. PICC, tunneled access line )",0.013820423046126962,0.012576600769534707,0.0012438222765922546,1.0988997185634821,False,Other
Artificial Tear Ointment,0.014395546347189408,0.013152455273819598,0.0012430910733698102,1.0945139935844697,False,Other
Artificial Tears GEL 1%,0.014615812056669683,0.0133887905823557,0.001227021474313984,1.0916454303147443,False,Other
Ketamine,0.015247685834765434,0.014022992036881902,0.0012246937978835325,1.087334699660562,False,Other
HydrALAZINE,0.027973142774089386,0.026784341613000088,0.001188801161089298,1.0443841845458057,False,Other
OLANZapine (Disintegrating Tablet),0.0193879370792554,0.018231073456505934,0.0011568636227494641,1.0634555954979505,False,Other
Tacrolimus,0.02365143536353263,0.02250571535804715,0.0011457200054854795,1.050907957701323,False,Other
Nitroglycerin SL,0.03422973908129193,0.033088294770568606,0.0011414443107233205,1.034496921604392,False,Other
Bumetanide,0.01589168149613492,0.014785861763625573,0.0011058197325093458,1.0747889943912334,False,Diuretic
Ferrous Sulfate,0.03302988193526461,0.03192459180147624,0.001105290133788371,1.0346219034110644,False,Other
LevETIRAcetam,0.024454804274930873,0.023358045586435023,0.0010967586884958504,1.0469542147452946,False,Other
